id,family,element,source,variants_to_review,proposed_work,priority,status
character.letter-presenter,character,letter-presenter,LettersArt.js:keyMascot/blobCard/creature/egg,normal / compact phone / desktop / relevant progress states / reduced motion,"Refine body/card/grip as one composition; protect ink, pupils and wrists.",P1,inventoried; not implemented
character.legacy-feed-creature,character,legacy-feed-creature,LettersArt.js:keyMascot/blobCard/creature/egg,normal / compact phone / desktop / relevant progress states / reduced motion,Retain supported appearance; improve face and open-mouth readability; coordinate with selected-pet Feed.,P1,inventoried; not implemented
character.egg,character,egg,LettersArt.js:keyMascot/blobCard/creature/egg,normal / compact phone / desktop / relevant progress states / reduced motion,"Refine shell shape, spots and soft shading.",P1,inventoried; not implemented
character.egg-cracks,character,egg-cracks,LettersArt.js:keyMascot/blobCard/creature/egg,normal / compact phone / desktop / relevant progress states / reduced motion,Three clear causal hatch states; cracks readable apart from spots.,P1,inventoried; not implemented
character.egg-nest,character,egg-nest,LettersArt.js:keyMascot/blobCard/creature/egg,normal / compact phone / desktop / relevant progress states / reduced motion,Replace flat oval with a grounded nest family; keep egg interaction obvious.,P1,inventoried; not implemented
interface.home-button,interface,home-button,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Dedicated filled control style independent of map-screen class.,P0,inventoried; not implemented
interface.sound-button,interface,sound-button,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Readable enabled/muted states without transparency loss.,P1,inventoried; not implemented
interface.grownup-gate,interface,grownup-gate,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Keep hold behavior and discreet separate adult entry.,P1,inventoried; not implemented
interface.primary-button,interface,primary-button,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Consistent raised surface and pressed travel; not every prop becomes a button.,P1,inventoried; not implemented
interface.replay-button,interface,replay-button,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Recognizable replay action and accessible name.,P1,inventoried; not implemented
interface.focus-ring,interface,focus-ring,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Visible keyboard focus outside art safe zones.,P1,inventoried; not implemented
interface.speech-bubble,interface,speech-bubble,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,"Fit single letters, harakat and words; speaker icon does not consume glyph room.",P1,inventoried; not implemented
interface.lesson-dots,interface,lesson-dots,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Clear current/done/pending sequence; no clipping.,P1,inventoried; not implemented
interface.answer-tile,interface,answer-tile,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,"Reusable ink-safe lettering insert, with game-specific physical presentation.",P1,inventoried; not implemented
interface.wallet-chip,interface,wallet-chip,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Clear star/count; ambient effects must not cover it.,P1,inventoried; not implemented
interface.practice-tool-tray,interface,practice-tool-tray,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Distinct seed/undo/guide/check pictures instead of platform-dependent text glyphs.,P1,inventoried; not implemented
interface.adult-panels,interface,adult-panels,LettersGame.js; styles/letters.css; styles/letters-art-pass.css,normal / compact phone / desktop / relevant progress states / reduced motion,Readable prose/data layout and contrast; retain adult controls.,P1,inventoried; not implemented
lesson.wake-bud,lesson,wake-bud,LettersGame.js:renderMeet,normal / compact phone / desktop / relevant progress states / reduced motion,Refine bud/reveal art and first-tap affordance.,P1,inventoried; not implemented
lesson.assembly-parts,lesson,assembly-parts,LettersGame.js:renderMeet,normal / compact phone / desktop / relevant progress states / reduced motion,Make joining action spatially clear; preserve Arabic parts and joining rules.,P1,inventoried; not implemented
lesson.letter-card,lesson,letter-card,LettersGame.js:renderMeet,normal / compact phone / desktop / relevant progress states / reduced motion,Use real font ink fitting across full alphabet and diacritics.,P1,inventoried; not implemented
lesson.reveal-feedback,lesson,reveal-feedback,LettersGame.js:renderMeet,normal / compact phone / desktop / relevant progress states / reduced motion,"Short, interruptible reveal that ends with letter visible.",P1,inventoried; not implemented
lesson.listen-cue,lesson,listen-cue,LettersGame.js:renderMeet,normal / compact phone / desktop / relevant progress states / reduced motion,Demonstrate replay visually without covering letter.,P1,inventoried; not implemented
practice-menu.feed-picture,practice-menu,feed-picture,LettersGardenArt.js:practicePicture,normal / compact phone / desktop / relevant progress states / reduced motion,Illustrate selected friend receiving a letter packet; match real Feed assets.,P1,inventoried; not implemented
practice-menu.dots-picture,practice-menu,dots-picture,LettersGardenArt.js:practicePicture,normal / compact phone / desktop / relevant progress states / reduced motion,Match actual dot placement bed and seed tool.,P1,inventoried; not implemented
practice-menu.paths-picture,practice-menu,paths-picture,LettersGardenArt.js:practicePicture,normal / compact phone / desktop / relevant progress states / reduced motion,Match actual tracing medium and stylus; keep letters font-rendered.,P1,inventoried; not implemented
reward-room.result-scene,reward-room,result-scene,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Use earned habitat/landmark and a friendly acknowledgment; no blank generic panel.,P1,inventoried; not implemented
reward-room.result-star-tray,reward-room,result-star-tray,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Keep all stars full-size and unobstructed in motion and static modes.,P1,inventoried; not implemented
reward-room.celebration-pair,reward-room,celebration-pair,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,"Coordinate character ground lines, poses and gaze; preserve visible pupils.",P1,inventoried; not implemented
reward-room.skill-flower,reward-room,skill-flower,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Refine five petals/icons and all score stages without changing skill meaning.,P1,inventoried; not implemented
reward-room.word-capstone,reward-room,word-capstone,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Wordless child-facing reading celebration; adult explanation remains accessible.,P1,inventoried; not implemented
reward-room.wardrobe-platform,reward-room,wardrobe-platform,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Ground pet at large readable scale without shrinking it to fit an overcrowded shelf.,P1,inventoried; not implemented
reward-room.color-swatches,reward-room,color-swatches,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,"Wordless colors, large targets and clear selection.",P1,inventoried; not implemented
reward-room.body-shelf,reward-room,body-shelf,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Fit each species in its own cell and preserve ownership.,P1,inventoried; not implemented
reward-room.accessory-shelf,reward-room,accessory-shelf,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Legible items/previews and equipped/price states; no cropped eyes.,P1,inventoried; not implemented
reward-room.sticker-diecut,reward-room,sticker-diecut,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,"Consistent border, silhouette-centered motif and quiet lift.",P1,inventoried; not implemented
reward-room.sticker-pack,reward-room,sticker-pack,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,"Refine opening, foil/paper folds and reward reveal.",P1,inventoried; not implemented
reward-room.album-slots,reward-room,album-slots,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Missing/owned/new states and responsive centering.,P1,inventoried; not implemented
reward-room.stamp-calendar,reward-room,stamp-calendar,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Readable current/stamped/future days across month lengths.,P1,inventoried; not implemented
reward-room.pet-affection-bubble,reward-room,pet-affection-bubble,LettersGame.js:renderStars/renderParty/renderPet/renderAlbum/renderStamps,normal / compact phone / desktop / relevant progress states / reduced motion,Refine brief response symbols; never cover controls.,P1,inventoried; not implemented
effect.ambient-butterfly,effect,ambient-butterfly,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Refine wings/body and depth; avoid flying over interactive UI.,P1,inventoried; not implemented
effect.ambient-firefly,effect,ambient-firefly,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Restrained glow and drift confined to scenery.,P1,inventoried; not implemented
effect.pointer-sparkles,effect,pointer-sparkles,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Keep below learning feedback; disable with reduced motion.,P1,inventoried; not implemented
effect.confetti,effect,confetti,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,"Consistent shape family, brief duration, never obscure next action.",P1,inventoried; not implemented
effect.success-pop,effect,success-pop,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,"Use task-specific feedback: ripple, seed bloom or gentle squash.",P1,inventoried; not implemented
effect.retry-feedback,effect,retry-feedback,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Gentle nudge toward prompt; no punishing character face.,P1,inventoried; not implemented
effect.hint-highlight,effect,hint-highlight,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Clarify target without adding confusing letter-like dots.,P1,inventoried; not implemented
effect.character-idle,effect,character-idle,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Small breathing motion; independent of rig placement.,P1,inventoried; not implemented
effect.character-celebrate,effect,character-celebrate,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Visible eyes; no accessory collision at pose extremes.,P1,inventoried; not implemented
effect.bloom-growth,effect,bloom-growth,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Separate positioned wrapper from animated petals to preserve placement.,P1,calibration implemented; awaiting owner visual review
effect.screen-transition,effect,screen-transition,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,"Stable final layout, no cropped entrance or blocking input.",P1,inventoried; not implemented
effect.contact-shadows,effect,contact-shadows,LettersGame.js; LettersArt.js:confetti; styles/letters.css,normal / compact phone / desktop / relevant progress states / reduced motion,Shared ground direction and softness appropriate to each material.,P1,inventoried; not implemented
game-pop.water-field,game-pop,water-field,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the pop scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,calibration implemented; awaiting owner visual review
game-pop.floating-targets,game-pop,floating-targets,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the pop scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,inventoried; not implemented
game-pop.target-ripple,game-pop,target-ripple,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the pop scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,inventoried; not implemented
game-pop.retry-cue,game-pop,retry-cue,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the pop scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,inventoried; not implemented
game-catch.falling-targets,game-catch,falling-targets,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the catch scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-catch.catch-basket,game-catch,catch-basket,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the catch scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-catch.landing-cue,game-catch,landing-cue,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the catch scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-pairs.matching-cards,game-pairs,matching-cards,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the pairs scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-pairs.selected-card,game-pairs,selected-card,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the pairs scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-pairs.matched-pair,game-pairs,matched-pair,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the pairs scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-feed.friend,game-feed,friend,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the feed scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Feed picnic calibration implemented; owner review pending; legacy creature art retained
game-feed.food-packets,game-feed,food-packets,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the feed scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Feed picnic calibration implemented; owner review pending; legacy creature art retained
game-feed.basket-drop-zone,game-feed,basket-drop-zone,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the feed scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Feed picnic calibration implemented; owner review pending; legacy creature art retained
game-feed.thank-you-pose,game-feed,thank-you-pose,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the feed scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Feed picnic calibration implemented; owner review pending; legacy creature art retained
game-trace.drawing-bed,game-trace,drawing-bed,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the trace scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Trace board calibration implemented; owner review pending; later curriculum verification outstanding
game-trace.letter-guide,game-trace,letter-guide,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the trace scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Trace board calibration implemented; owner review pending; later curriculum verification outstanding
game-trace.ink-trail,game-trace,ink-trail,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the trace scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Trace board calibration implemented; owner review pending; later curriculum verification outstanding
game-trace.clear-control,game-trace,clear-control,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the trace scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Trace board calibration implemented; owner review pending; later curriculum verification outstanding
game-trace.completion-glow,game-trace,completion-glow,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the trace scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Trace board calibration implemented; owner review pending; later curriculum verification outstanding
game-burst.timer-ring,game-burst,timer-ring,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the burst scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-burst.round-count,game-burst,round-count,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the burst scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-burst.choice-grid,game-burst,choice-grid,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the burst scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-build.part-tray,game-build,part-tray,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the build scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-build.ordered-sockets,game-build,ordered-sockets,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the build scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-build.whole-letter-reveal,game-build,whole-letter-reveal,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the build scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-blend.letter-part,game-blend,letter-part,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the blend scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-blend.vowel-mark-part,game-blend,vowel-mark-part,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the blend scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-blend.join-cue,game-blend,join-cue,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the blend scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-blend.fused-result,game-blend,fused-result,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the blend scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Combined matching/assembly/blending calibration implemented; owner review pending; full curriculum variants outstanding
game-fuse.two-letter-parts,game-fuse,two-letter-parts,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the fuse scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-fuse.joining-seam,game-fuse,joining-seam,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the fuse scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-fuse.joined-form,game-fuse,joined-form,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the fuse scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-unfuse.whole-form,game-unfuse,whole-form,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the unfuse scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-unfuse.pull-handles,game-unfuse,pull-handles,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the unfuse scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-unfuse.split-seam,game-unfuse,split-seam,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the unfuse scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-unfuse.separated-parts,game-unfuse,separated-parts,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the unfuse scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-unfuse.follow-up-choices,game-unfuse,follow-up-choices,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the unfuse scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-chain.existing-pair,game-chain,existing-pair,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the chain scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-chain.third-letter-pieces,game-chain,third-letter-pieces,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the chain scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-chain.joining-preview,game-chain,joining-preview,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the chain scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-chain.completed-chain,game-chain,completed-chain,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the chain scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-parade.isolated-reference,game-parade,isolated-reference,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the parade scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-parade.three-form-slots,game-parade,three-form-slots,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the parade scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-parade.form-reveal,game-parade,form-reveal,MiniGames.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the parade scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Five-activity calibration implemented; owner review pending; full curriculum and device matrix outstanding
game-DotGarden.letter-skeleton,game-DotGarden,letter-skeleton,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the DotGarden scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-DotGarden.above/below-dot-beds,game-DotGarden,above/below-dot-beds,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the DotGarden scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-DotGarden.seed-dots,game-DotGarden,seed-dots,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the DotGarden scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-DotGarden.undo/check-tools,game-DotGarden,undo/check-tools,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the DotGarden scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-DotGarden.recall-choices,game-DotGarden,recall-choices,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the DotGarden scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-GardenPaths.reference,game-GardenPaths,reference,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the GardenPaths scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-GardenPaths.tracing-sheet,game-GardenPaths,tracing-sheet,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the GardenPaths scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-GardenPaths.guide,game-GardenPaths,guide,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the GardenPaths scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-GardenPaths.free-copy-ink,game-GardenPaths,free-copy-ink,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the GardenPaths scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
game-GardenPaths.guide/clear/finish-tools,game-GardenPaths,guide/clear/finish-tools,GardenPractice.js,entry / idle / action / retry / success / replay / resize / reduced motion,"Refine as part of the GardenPaths scene contract; preserve scoring and glyph semantics. See per-game plan for medium, feedback and acceptance.",P1,Final activity calibration implemented; owner review pending; full device matrix outstanding
